,seqnames,start,end,width,strand,idr,summit,rep1_pvalue,rep2_pvalue,rep1_qvalue,rep2_qvalue
peak:11340,chr7,43676435,43677005,571,*,1000,343,30.63292,11.58349,27.87908,9.39384
peak:11341,chr6,30957605,30959280,1676,*,1000,1366,26.63958,30.56765,23.96062,5.922
peak:11342,chr5,124352150,124352554,405,*,1000,256,50.77459,26.24151,47.67332,5.77031
peak:11343,chr14,118925052,118925569,518,*,1000,316,42.1013,25.20329,39.17026,2.71365
peak:11344,chr7,114562545,114563109,565,*,991,380,23.45388,33.21651,20.81931,4.16935
peak:11345,chr11,69070681,69071189,509,*,1000,201,47.57852,13.69387,44.53586,8.39444
peak:11346,chr13,104518188,104518615,428,*,1000,260,47.57852,13.69387,44.53586,3.45
peak:11347,chr2,26132769,26133199,431,*,1000,203,47.57852,13.69387,44.53586,23.12058
peak:11348,chr8,105347538,105348163,626,*,1000,211,57.62008,24.51822,54.3673,31.57105
peak:11349,chr1,40790450,40790812,363,*,935,179,31.7141,34.55941,28.95406,20.47726
peak:11350,chr7,19573044,19573651,608,*,1000,296,42.18587,24.51822,39.24029,6.61759
peak:11351,chr15,76671529,76672061,533,*,1000,193,74.86355,56.19613,71.12084,7.49283
peak:11352,chr10,78410804,78411081,278,*,1000,142,39.54591,19.33931,36.6454,8.58317
peak:11353,chr11,37236041,37237024,984,*,1000,332,39.54591,19.33931,36.6454,5.77031
peak:11354,chr15,81792886,81793868,983,*,1000,331,39.54591,19.33931,36.6454,12.23227
peak:11355,chr18,34695494,34695831,338,*,1000,180,39.54591,19.33931,36.6454,16.39248
peak:11356,chr18,58209206,58210138,933,*,1000,444,39.54591,19.33931,36.6454,6.61759
peak:11357,chr2,130576149,130576948,800,*,1000,649,39.54591,19.33931,36.6454,87.35148
peak:11358,chr3,89392984,89393303,320,*,1000,198,39.54591,19.33931,36.6454,4.95367
peak:11359,chr4,129048632,129049400,769,*,1000,419,39.54591,19.33931,36.6454,4.16935
peak:11360,chr7,4995737,4996127,391,*,1000,240,39.54591,19.33931,36.6454,3.4222
peak:11361,chr10,81370548,81371470,923,*,1000,247,39.54591,6.76587,36.6454,6.61759
peak:11362,chr4,41666625,41666998,374,*,1000,235,43.01254,20.52446,40.06151,72.62501
peak:11363,chrX,52911935,52912685,751,*,1000,409,56.10762,20.47671,52.88814,6.61759
peak:11364,chr5,81329687,81330032,346,*,1000,192,33.89538,24.17908,31.09688,4.16935
peak:11365,chr11,99931996,99932310,315,*,1000,150,31.87298,25.42839,29.09882,6.10721
peak:11366,chr13,54055433,54055777,345,*,1000,215,31.87298,25.42839,29.09882,5.77031
peak:11367,chr16,35154314,35157213,2900,*,1000,1329,31.87298,25.42839,29.09882,6.61759
peak:11368,chr3,89238576,89238929,354,*,1000,176,31.87298,25.42839,29.09882,11.0893
peak:11369,chr4,141471425,141473291,1867,*,1000,1665,31.87298,12.62705,29.09882,43.83514
peak:11370,chr4,142083805,142084899,1095,*,1000,322,31.87298,25.42839,29.09882,12.23227
peak:11371,chr5,135073023,135074040,1018,*,1000,757,31.87298,25.42839,29.09882,4.95367
peak:11372,chr7,82869598,82870322,725,*,1000,234,31.87298,25.42839,29.09882,22.43134
peak:11373,chr2,174472512,174473415,904,*,1000,420,60.84745,37.96215,57.52244,65.39683
peak:11374,chr2,180589169,180589931,763,*,1000,164,51.71566,13.58723,48.59208,13.24495
peak:11375,chr17,25941554,25942124,571,*,1000,343,58.76197,37.73074,55.49189,5.77031
peak:11376,chr2,26380286,26380618,333,*,1000,222,47.50406,14.78276,44.47692,5.77031
peak:11377,chr2,34771928,34772812,885,*,1000,365,40.89177,19.33931,37.9691,7.49283
peak:11378,chr11,3983371,3983855,485,*,1000,322,24.61741,31.8858,21.96294,4.16935
peak:11379,chr13,5860854,5861686,833,*,1000,392,28.2798,10.56447,25.56595,60.91262
peak:11380,chr11,119057923,119059008,1086,*,1000,657,48.94904,12.62705,45.88079,23.12058
peak:11381,chr2,173238480,173238895,416,*,1000,113,48.94904,12.62705,45.88079,21.96294
peak:11382,chr5,111581090,111581653,564,*,1000,188,48.94904,12.62705,45.88079,7.49283
peak:11383,chr15,54571202,54571714,513,*,1000,202,26.18102,31.47981,23.50559,4.16935
peak:11384,chr10,79739993,79740513,521,*,1000,222,40.86102,18.17179,37.9388,5.50024
peak:11385,chr16,20590955,20591660,706,*,1000,325,40.86102,18.17179,37.9388,3.4222
peak:11386,chr4,133025141,133025803,663,*,1000,162,40.86102,18.17179,37.9388,4.95367
peak:11387,chr5,134985984,134987221,1238,*,1000,749,40.86102,18.17179,37.9388,19.06398
peak:11388,chr8,122319499,122319812,314,*,1000,146,40.86102,18.17179,37.9388,4.95367
peak:11389,chr15,98804030,98804292,263,*,1000,139,39.24751,22.94496,36.3628,5.77031
peak:11390,chr10,45485670,45486887,1218,*,1000,932,29.40229,28.88146,26.67152,2.71365
peak:11391,chr13,53472095,53472948,854,*,1000,613,30.79877,29.26243,28.04297,69.89202
peak:11392,chr1,38210040,38210468,429,*,1000,196,33.1246,24.17908,30.33007,94.82366
peak:11393,chr10,80526674,80527257,584,*,1000,428,33.1246,10.56447,30.33007,68.59544
peak:11394,chr10,127180207,127180499,293,*,1000,148,33.1246,24.17908,30.33007,10.26936
peak:11395,chr12,28552017,28552497,481,*,1000,290,33.1246,24.17908,30.33007,18.51852
peak:11396,chr18,36765074,36765671,598,*,1000,266,33.1246,24.17908,30.33007,4.95367
peak:11397,chr4,108406309,108406984,676,*,1000,273,33.1246,24.17908,30.33007,14.27658
peak:11398,chr4,134249643,134250196,554,*,1000,239,33.1246,24.17908,30.33007,6.61759
peak:11399,chr6,91807154,91807480,327,*,1000,195,33.1246,24.17908,30.33007,5.77031
peak:11400,chr8,106415204,106415876,673,*,1000,258,34.38746,7.67018,31.57105,31.57105
peak:11401,chr17,25844012,25844664,653,*,681,421,25.96429,40.04667,23.28964,15.32549
peak:11402,chr4,32657114,32657548,435,*,1000,290,48.51927,30.13663,45.46912,4.16935
peak:11403,chr2,153031711,153032684,974,*,1000,359,25.79466,30.56765,23.12058,16.39248
peak:11404,chr4,133518801,133519652,852,*,1000,482,25.79466,30.56765,23.12058,23.12058
peak:11405,chrX,102178513,102178794,282,*,1000,138,25.79466,30.56765,23.12058,4.16935
peak:11406,chr17,12118675,12119064,390,*,1000,244,50.32814,11.58349,47.23287,11.26237
peak:11407,chr8,85080036,85080672,637,*,1000,388,45.49231,26.25438,42.49728,11.11812
peak:11408,chr6,71143845,71144438,594,*,1000,279,35.56638,25.42839,32.74358,9.32069
peak:11409,chr14,37098029,37098382,354,*,1000,162,42.18587,17.02265,39.24029,4.16935
peak:11410,chr5,123159888,123160758,871,*,1000,676,42.18587,6.76587,39.24029,1.96335
peak:11411,chr5,143301742,143302029,288,*,1000,138,42.18587,17.02265,39.24029,40.76106
peak:11412,chr8,71569331,71570139,809,*,1000,439,42.18587,17.02265,39.24029,4.95367
peak:11413,chr3,63964009,63964656,648,*,1000,412,48.17278,20.55703,45.12593,11.24113
peak:11414,chr13,74349976,74350526,551,*,1000,286,47.10158,35.32835,44.0772,7.49283
peak:11415,chr9,106429549,106430059,511,*,1000,156,43.56452,21.52604,40.59556,4.95367
peak:11416,chr11,84642291,84642981,691,*,1000,517,34.38746,22.94496,31.57105,7.73414
peak:11417,chr17,48031408,48032017,610,*,1000,302,34.38746,22.94496,31.57105,13.24495
peak:11418,chr2,54436003,54437159,1157,*,1000,192,34.38746,22.94496,31.57105,3.4222
peak:11419,chr2,130803765,130804181,417,*,1000,206,34.38746,22.94496,31.57105,58.39315
peak:11420,chr5,75574631,75576006,1376,*,1000,1103,34.38746,22.94496,31.57105,44.53586
peak:11421,chr6,127109345,127109811,467,*,1000,341,34.38746,22.94496,31.57105,8.39444
peak:11422,chr7,19363833,19364170,338,*,1000,226,34.38746,22.94496,31.57105,26.67152
peak:11423,chr7,140061151,140061519,369,*,1000,229,34.38746,22.94496,31.57105,2.04987
peak:11424,chr8,4216903,4217385,483,*,1000,329,34.38746,22.94496,31.57105,10.26936
peak:11425,chr8,70083243,70083634,392,*,1000,256,34.38746,22.94496,31.57105,4.12958
peak:11426,chrX,12936764,12937179,416,*,1000,219,34.38746,22.94496,31.57105,18.57489
peak:11427,chr12,85485823,85486379,557,*,1000,320,55.198,50.5365,52.00795,4.95367
peak:11428,chr7,27332382,27332776,395,*,1000,197,40.86102,22.71627,37.9388,52.71193
peak:11429,chr12,12262028,12262414,387,*,1000,184,26.98522,29.26243,24.29132,39.24029
peak:11430,chr13,60601786,60602634,849,*,1000,274,26.98522,29.26243,24.29132,88.7748
peak:11431,chr17,28575324,28575795,472,*,1000,311,26.98522,29.26243,24.29132,13.24495
peak:11432,chr6,65380904,65381539,636,*,1000,441,26.98522,29.26243,24.29132,17.47617
peak:11433,chr7,79499759,79500314,556,*,1000,300,26.98522,29.26243,24.29132,7.49283
peak:11434,chr8,125669716,125670331,616,*,1000,154,26.98522,29.26243,24.29132,11.24113
peak:11435,chr1,125435052,125436126,1075,*,732,667,43.66216,62.46383,40.69306,6.10721
peak:11436,chr2,120352733,120353066,334,*,1000,171,40.49347,21.72655,37.58695,5.77031
peak:11437,chr10,36506741,36507778,1038,*,1000,376,31.89442,26.92673,29.12023,6.90797
peak:11438,chr11,118125933,118126293,361,*,1000,222,31.9749,27.97052,29.19894,2.71365
peak:11439,chr17,35866281,35866768,488,*,1000,357,31.9749,27.97052,29.19894,17.47617
peak:11440,chr5,141241013,141242260,1248,*,870,717,20.05028,35.91419,17.47617,23.84162
peak:11441,chr12,25096247,25096497,251,*,1000,120,43.52024,15.89268,40.55143,6.61759
peak:11442,chr16,4560115,4560997,883,*,1000,137,43.52024,15.89268,40.55143,5.77031
peak:11443,chr2,127425025,127425500,476,*,1000,188,43.52024,15.89268,40.55143,9.32069
peak:11444,chr4,140906114,140906545,432,*,1000,271,43.52024,15.89268,40.55143,18.57489
peak:11445,chr6,115785086,115785409,324,*,1000,188,43.52024,15.89268,40.55143,4.16935
peak:11446,chr9,40531076,40531489,414,*,1000,258,43.52024,15.89268,40.55143,14.27658
peak:11447,chr14,106105974,106106807,834,*,1000,278,31.87298,25.14397,29.09882,7.49283
peak:11448,chr10,88146699,88147214,516,*,1000,180,50.31626,11.45661,47.23287,45.88079
peak:11449,chr13,90922971,90923577,607,*,1000,268,50.32814,15.57706,47.23287,8.39444
peak:11450,chr10,127621312,127621966,655,*,1000,532,47.78438,10.30348,44.74112,9.32069
peak:11451,chr11,97343588,97344156,569,*,1000,214,35.66128,21.72655,32.82476,4.95367
peak:11452,chr14,20757341,20757910,570,*,1000,334,35.66128,21.72655,32.82476,10.26936
peak:11453,chr15,85702372,85703009,638,*,1000,433,35.66128,21.72655,32.82476,13.24495
peak:11454,chr16,65839253,65839610,358,*,1000,150,35.66128,21.72655,32.82476,16.39248
peak:11455,chr17,22080991,22081522,532,*,1000,155,35.66128,21.72655,32.82476,45.88079
peak:11456,chr17,23645234,23645446,213,*,1000,101,35.66128,21.72655,32.82476,40.55143
peak:11457,chr19,47837063,47837557,495,*,1000,347,35.66128,21.72655,32.82476,8.39444
peak:11458,chr5,53049050,53049441,392,*,1000,143,35.66128,21.72655,32.82476,4.95367
peak:11459,chr5,119006061,119006529,469,*,1000,171,35.66128,21.72655,32.82476,4.95367
peak:11460,chr7,119720350,119720913,564,*,1000,337,35.66128,21.72655,32.82476,39.24029
peak:11461,chr8,70538532,70539193,662,*,1000,154,35.66128,21.72655,32.82476,7.73414
peak:11462,chr9,123215367,123216144,778,*,1000,533,35.66128,21.72655,32.82476,18.57489
peak:11463,chr1,178318327,178319304,978,*,1000,351,57.56797,37.73074,54.31543,12.23227
peak:11464,chr2,180954213,180954743,531,*,1000,200,45.56664,18.17179,42.56947,32.93526
peak:11465,chr15,102102663,102103342,680,*,1000,360,58.30988,15.32257,55.0519,21.96294
peak:11466,chr1,21961028,21962354,1327,*,1000,150,28.1887,27.97052,25.47523,41.85455
peak:11467,chr1,37719294,37720131,838,*,1000,557,28.1887,27.97052,25.47523,10.26936
peak:11468,chr6,142964009,142964567,559,*,1000,211,28.1887,27.97052,25.47523,17.47617
peak:11469,chr9,111311184,111312872,1689,*,1000,1533,28.1887,27.97052,25.47523,46.13637
peak:11470,chr6,121473043,121473839,797,*,1000,445,28.1887,12.62705,25.47523,12.23227
peak:11471,chr12,72536113,72536582,470,*,1000,192,43.73319,40.23189,40.76334,5.77031
peak:11472,chr11,121236684,121236984,301,*,1000,154,40.471,23.26275,37.56659,18.57489
peak:11473,chr3,134236046,134236597,552,*,1000,217,36.78376,24.17908,33.94056,12.23227
peak:11474,chr4,132533333,132533688,356,*,1000,177,28.92888,30.92327,26.21075,4.16935
peak:11475,chr11,49901527,49902369,843,*,886,437,21.16983,34.55941,18.57489,15.32549
peak:11476,chr2,70561993,70562851,859,*,875,432,21.16983,14.78276,18.57489,65.39683
peak:11477,chr9,40877615,40878356,742,*,913,319,21.16983,9.57146,18.57489,13.24495
peak:11478,chr2,38688920,38689427,508,*,1000,136,44.86394,14.78276,41.87118,2.62754
peak:11479,chr7,29783988,29784517,530,*,1000,221,44.86394,14.78276,41.87118,12.23227
peak:11480,chr8,70495467,70495979,513,*,1000,190,44.86394,14.78276,41.87118,4.16935
peak:11481,chr2,32287533,32288311,779,*,1000,377,53.42602,18.43385,50.26888,14.27658
peak:11482,chr13,34130081,34130683,603,*,852,347,53.11144,11.74328,49.95972,5.71031
peak:11483,chr11,32267207,32267831,625,*,1000,486,47.10158,42.89032,44.0772,4.70918
peak:11484,chr4,152119501,152119878,378,*,1000,194,32.80086,24.17908,30.02203,11.24113
peak:11485,chr1,156673952,156674516,565,*,1000,326,40.86102,19.87961,37.9388,41.87118
peak:11486,chr11,85402380,85402628,249,*,1000,125,40.86102,19.87961,37.9388,6.61759
peak:11487,chr12,14149601,14150884,1284,*,1000,382,40.86102,19.87961,37.9388,4.58875
peak:11488,chr5,143909414,143909750,337,*,1000,164,30.57152,31.8858,27.83171,6.74315
peak:11489,chrX,72824962,72825305,344,*,1000,173,39.54591,20.99234,36.6454,7.74907
peak:11490,chr13,98504124,98504521,398,*,1000,152,36.9458,20.52446,34.08881,4.16935
peak:11491,chr17,36257408,36257988,581,*,1000,131,36.9458,20.52446,34.08881,27.87908
peak:11492,chr4,41760407,41760652,246,*,1000,124,36.9458,20.52446,34.08881,7.49283
peak:11493,chr7,80343100,80343326,227,*,1000,100,36.9458,20.52446,34.08881,5.33332
peak:11494,chr7,99348826,99349433,608,*,1000,197,36.9458,20.52446,34.08881,11.24113
peak:11495,chr5,147077273,147078046,774,*,1000,182,36.9458,23.26275,34.08881,10.57329
peak:11496,chr11,5063732,5064567,836,*,1000,328,41.74854,20.52446,38.81971,13.24495
peak:11497,chr4,82504869,82505685,817,*,1000,599,33.1246,26.7736,30.33007,4.16935
peak:11498,chr19,6855282,6856227,946,*,1000,130,29.40471,26.69236,26.67152,9.32069
peak:11499,chr2,11503104,11503473,370,*,1000,258,29.40471,26.69236,26.67152,13.24495
peak:11500,chr2,179442255,179443766,1512,*,1000,647,29.40471,26.69236,26.67152,4.16935
peak:11501,chr6,113194961,113195484,524,*,1000,373,29.40471,26.69236,26.67152,13.24495
peak:11502,chr7,12780199,12780817,619,*,1000,411,29.40471,26.69236,26.67152,17.47617
peak:11503,chr9,64060242,64060526,285,*,1000,155,29.40471,26.69236,26.67152,98.84587
peak:11504,chr14,16575198,16575454,257,*,1000,119,30.63292,29.17943,27.87908,5.77031
peak:11505,chr2,30595081,30595390,310,*,1000,136,33.16171,26.69236,30.36578,4.95367
peak:11506,chr18,76929920,76930331,412,*,784,133,34.77472,37.28052,31.95735,10.26936
peak:11507,chr18,78755120,78755546,427,*,951,280,22.30453,33.21651,19.68948,6.61759
peak:11508,chr1,131527920,131528351,432,*,1000,309,46.21676,13.69387,43.19989,3.4222
peak:11509,chr18,74217755,74218371,617,*,1000,87,46.21676,13.69387,43.19989,6.61759
peak:11510,chr6,115853583,115853828,246,*,1000,125,46.21676,13.69387,43.19989,100.2495
peak:11511,chr7,30193844,30194154,311,*,1000,157,46.21676,13.69387,43.19989,8.58317
peak:11512,chr8,33641767,33642373,607,*,963,171,25.94547,32.94221,23.27118,16.85582
peak:11513,chr18,24529438,24530432,995,*,1000,767,60.84745,31.15126,57.52244,5.77031
peak:11514,chr4,133756533,133757038,506,*,1000,252,31.87298,10.85079,29.09882,5.71322
peak:11515,chr10,80546305,80546934,630,*,1000,232,38.24075,19.33931,35.36277,4.95367
peak:11516,chr12,8947655,8948293,639,*,1000,510,38.24075,19.33931,35.36277,6.10721
peak:11517,chr19,24131027,24131472,446,*,1000,196,38.24075,19.33931,35.36277,11.24113
peak:11518,chr2,36102591,36103105,515,*,1000,126,38.24075,19.33931,35.36277,3.4222
peak:11519,chr3,135307494,135307813,320,*,1000,123,38.24075,19.33931,35.36277,17.47617
peak:11520,chr6,124809252,124809777,526,*,1000,328,38.24075,19.33931,35.36277,5.77031
peak:11521,chr6,134632034,134632685,652,*,1000,338,38.24075,19.33931,35.36277,2.67884
peak:11522,chr8,120568967,120569422,456,*,1000,158,38.24075,19.33931,35.36277,14.27658
peak:11523,chr3,105687587,105687945,359,*,1000,153,44.81226,38.99182,41.83523,4.95367
peak:11524,chr10,80395047,80395563,517,*,1000,164,30.63292,25.42839,27.87908,4.95367
peak:11525,chr15,79796217,79796549,333,*,1000,167,30.63292,25.42839,27.87908,21.49147
peak:11526,chr17,36145460,36145972,513,*,1000,301,30.63292,25.42839,27.87908,4.58875
peak:11527,chr18,80322306,80323342,1037,*,1000,716,30.63292,25.42839,27.87908,56.88778
peak:11528,chr19,45223508,45224416,909,*,1000,115,30.63292,25.42839,27.87908,91.86305
peak:11529,chr4,81495956,81496190,235,*,1000,98,30.63292,25.42839,27.87908,5.77031
peak:11530,chr7,139247149,139247928,780,*,1000,470,30.63292,25.42839,27.87908,6.61759
peak:11531,chr1,15892289,15893096,808,*,1000,484,29.63361,29.26243,26.8972,77.43271
peak:11532,chr5,145280458,145280835,378,*,784,112,35.76012,41.89223,32.92333,7.49283
peak:11533,chr2,152081678,152082457,780,*,875,295,38.7602,56.1618,35.87837,8.39444
peak:11534,chr16,57231542,57231794,253,*,1000,139,49.46052,21.41799,46.38628,10.21459
peak:11535,chr11,35979767,35980741,975,*,994,343,23.45388,31.8858,20.81931,2.64991
peak:11536,chrX,71361785,71362020,236,*,976,103,23.45388,31.8858,20.81931,2.55801
peak:11537,chr14,14347858,14348232,375,*,1000,157,47.57852,12.62705,44.53586,10.26936
peak:11538,chr11,22002773,22003046,274,*,1000,127,49.42718,19.33931,46.35524,11.24113
peak:11539,chr15,76380114,76381062,949,*,1000,372,35.07309,36.53985,32.25312,9.32069
peak:11540,chr17,56183708,56184108,401,*,705,216,54.51533,12.3011,51.33245,5.77031
peak:11541,chr4,41659486,41659872,387,*,1000,238,39.54591,18.17179,36.6454,6.10721
peak:11542,chr3,30012295,30012549,255,*,1000,115,39.17714,19.0104,36.29428,6.61759
peak:11543,chr8,84995645,84996114,470,*,1000,214,34.35895,25.42839,31.55633,117.30632
peak:11544,chr14,122478706,122479255,550,*,1000,390,31.87298,24.17908,29.09882,3.4222
peak:11545,chr15,74571951,74572294,344,*,1000,214,31.87298,24.17908,29.09882,4.95367
peak:11546,chr4,140514912,140515435,524,*,1000,259,31.87298,24.17908,29.09882,41.87118
peak:11547,chr5,67847060,67847599,540,*,1000,389,31.87298,24.17908,29.09882,11.24113
peak:11548,chr5,142926243,142926757,515,*,1000,191,31.87298,24.17908,29.09882,6.0306
peak:11549,chr6,92244639,92244861,223,*,1000,99,31.87298,24.17908,29.09882,16.39248
peak:11550,chr7,31115145,31115452,308,*,1000,158,31.87298,24.17908,29.09882,7.49283
peak:11551,chr12,13269004,13269455,452,*,1000,221,34.38746,28.27695,31.57105,5.77031
peak:11552,chr10,26279998,26280329,332,*,1000,185,37.96583,24.58473,35.10354,4.16935
peak:11553,chr5,134437321,134437771,451,*,1000,283,45.56664,19.87961,42.56947,70.73476
peak:11554,chr15,74752389,74753113,725,*,704,557,54.51533,11.13732,51.33245,5.03264
peak:11555,chr14,56667902,56668732,831,*,1000,407,40.42691,30.30976,37.52275,9.32069
peak:11556,chr12,50648579,50649468,890,*,1000,727,24.61741,30.56765,21.96294,48.59208
peak:11557,chr2,173577806,173578465,660,*,1000,503,24.61741,30.56765,21.96294,7.49283
peak:11558,chr7,28796616,28797061,446,*,1000,191,24.61741,30.56765,21.96294,69.22681
peak:11559,chr5,136198549,136199109,561,*,1000,202,42.60617,18.91888,39.65918,5.83498
peak:11560,chr19,8713301,8713912,612,*,1000,238,36.45003,25.28726,33.6094,14.27658
peak:11561,chr2,157134665,157135389,725,*,1000,573,46.8564,23.47253,43.83514,14.132
peak:11562,chr17,23828459,23829422,964,*,1000,657,42.623,50.20582,39.67559,68.27406
peak:11563,chr18,6515912,6516601,690,*,827,232,37.75298,41.17144,34.89158,11.24113
peak:11564,chr1,77514306,77514675,370,*,1000,184,40.86102,17.02265,37.9388,10.26936
peak:11565,chr18,61687561,61688052,492,*,1000,166,40.86102,17.02265,37.9388,17.47617
peak:11566,chr2,33642102,33642688,587,*,1000,261,40.86102,17.02265,37.9388,11.93713
peak:11567,chr4,41755372,41756140,769,*,1000,290,40.86102,17.02265,37.9388,12.23227
peak:11568,chr4,155157218,155157582,365,*,1000,160,40.86102,17.02265,37.9388,40.76245
peak:11569,chr7,127343243,127344249,1007,*,1000,210,40.86102,17.02265,37.9388,31.57105
peak:11570,chr10,44458517,44459064,548,*,1000,117,39.24751,21.72655,36.3628,8.39444
peak:11571,chr14,16575523,16575938,416,*,1000,183,39.24751,21.72655,36.3628,80.87907
peak:11572,chr16,3847220,3847488,269,*,1000,101,42.1873,19.33931,39.24151,13.07495
peak:11573,chr7,101934034,101934295,262,*,1000,142,46.95416,20.52446,43.93095,9.32069
peak:11574,chr17,33759853,33760319,467,*,1000,140,44.2853,28.448,41.31134,7.49283
peak:11575,chr18,24466800,24467099,300,*,1000,157,46.21676,13.87222,43.19989,7.49283
peak:11576,chr14,30951318,30951810,493,*,1000,263,46.8564,18.78259,43.83514,4.95367
peak:11577,chr1,44551528,44552566,1039,*,1000,428,39.54591,18.04246,36.6454,9.32069
peak:11578,chr1,79776141,79776423,283,*,1000,115,44.74336,25.1894,41.76666,8.39444
peak:11579,chr11,31965592,31966053,462,*,1000,269,33.1246,22.94496,30.33007,3.19711
peak:11580,chr16,11984071,11985125,1055,*,1000,533,33.1246,22.94496,30.33007,3.4222
peak:11581,chr16,30120662,30121289,628,*,1000,345,33.1246,22.94496,30.33007,30.33007
peak:11582,chr18,75392577,75392927,351,*,1000,145,33.1246,22.94496,30.33007,4.16935
peak:11583,chr18,89769099,89769685,587,*,1000,176,33.1246,22.94496,30.33007,12.21334
peak:11584,chr2,37776021,37776648,628,*,1000,319,33.1246,22.94496,30.33007,7.49283
peak:11585,chr4,136144563,136145117,555,*,1000,104,33.1246,22.94496,30.33007,11.24113
peak:11586,chr7,24499840,24500137,298,*,1000,164,33.1246,22.94496,30.33007,30.33007
peak:11587,chr7,100894387,100894934,548,*,1000,254,33.1246,22.94496,30.33007,107.59566
peak:11588,chr8,106603212,106603884,673,*,1000,347,33.1246,22.94496,30.33007,3.4222
peak:11589,chr17,24632374,24632977,604,*,1000,155,54.66565,33.42772,51.48076,30.33007
peak:11590,chr15,102977146,102977485,340,*,1000,158,39.20626,21.68834,36.32312,4.16935
peak:11591,chr5,139460329,139460842,514,*,823,160,39.18024,35.91419,36.2973,88.65932
peak:11592,chr2,10080089,10080777,689,*,1000,257,35.07309,27.97052,32.25312,16.39248
peak:11593,chr16,21794105,21794840,736,*,1000,309,42.1013,26.08691,39.17026,20.58241
peak:11594,chr15,31601304,31601735,432,*,1000,147,52.60186,22.62033,49.47063,4.95367
peak:11595,chr1,38835617,38836835,1219,*,1000,936,25.79466,29.26243,23.12058,59.70399
peak:11596,chr14,12344467,12345531,1065,*,1000,480,25.79466,10.56447,23.12058,4.16935
peak:11597,chr14,39472958,39473925,968,*,1000,588,25.79466,29.26243,23.12058,8.39444
peak:11598,chr17,12506947,12507537,591,*,1000,450,25.79466,29.26243,23.12058,18.57489
peak:11599,chr4,119492189,119492842,654,*,1000,490,25.79466,29.26243,23.12058,6.61759
peak:11600,chr5,120631191,120631468,278,*,1000,140,25.79466,29.26243,23.12058,5.77031
peak:11601,chr9,20746040,20746551,512,*,1000,210,25.79466,29.26243,23.12058,9.32069
peak:11602,chr10,61245833,61246186,354,*,1000,155,50.32814,10.56447,47.23287,9.32069
peak:11603,chr7,126695873,126696535,663,*,1000,219,50.32814,10.56447,47.23287,11.26237
peak:11604,chr4,126202251,126203047,797,*,912,455,37.40592,43.03128,34.54554,5.77031
peak:11605,chr5,110839389,110839755,367,*,1000,232,44.2853,18.17179,41.31134,4.95367
peak:11606,chr12,84038348,84039030,683,*,797,538,18.94643,17.02265,16.39248,11.24113
peak:11607,chr10,79972840,79973466,627,*,1000,408,42.18587,15.89268,39.24029,3.4222
peak:11608,chr7,144939561,144939830,270,*,1000,156,42.18587,15.89268,39.24029,5.77031
peak:11609,chr8,107150424,107151019,596,*,1000,436,42.18587,15.89268,39.24029,3.4222
peak:11610,chr1,127773960,127774863,904,*,563,145,27.8677,41.44593,25.16916,6.61759
peak:11611,chr1,69826838,69827229,392,*,1000,184,34.38746,21.72655,31.57105,10.26936
peak:11612,chr15,98003059,98003433,375,*,1000,139,34.38746,21.72655,31.57105,6.61759
peak:11613,chr18,36067927,36068853,927,*,1000,387,34.38746,21.72655,31.57105,5.77031
peak:11614,chr2,31636591,31637212,622,*,1000,174,34.38746,21.72655,31.57105,10.26936
peak:11615,chr2,173119027,173119456,430,*,1000,214,34.38746,21.72655,31.57105,4.95367
peak:11616,chr7,3685556,3686049,494,*,1000,188,34.38746,21.72655,31.57105,9.75063
peak:11617,chr8,69823528,69824263,736,*,1000,456,34.38746,21.72655,31.57105,16.39248
peak:11618,chr8,71633222,71633490,269,*,1000,140,34.38746,21.72655,31.57105,23.12058
peak:11619,chr8,105293259,105293721,463,*,1000,175,34.38746,21.72655,31.57105,4.95367
peak:11620,chr9,21987878,21988385,508,*,1000,266,34.38746,21.72655,31.57105,8.39444
peak:11621,chr9,27155002,27155567,566,*,1000,284,34.38746,21.72655,31.57105,17.47617
peak:11622,chr10,13008462,13008984,523,*,1000,139,52.88848,19.35024,49.75539,4.16935
peak:11623,chr18,10181365,10182551,1187,*,910,904,53.01645,67.21996,49.88237,70.6988
peak:11624,chr7,24237466,24237687,222,*,1000,95,40.86102,16.85489,37.9388,4.95367
peak:11625,chr14,103650027,103651004,978,*,1000,206,26.98522,27.97052,24.29132,8.39444
peak:11626,chr17,91087876,91088852,977,*,1000,215,26.98522,27.97052,24.29132,4.16935
peak:11627,chr19,44674583,44674827,245,*,1000,141,26.98522,27.97052,24.29132,4.95367
peak:11628,chr4,155360953,155361989,1037,*,1000,119,26.98522,27.97052,24.29132,102.46765
peak:11629,chr7,68226258,68226538,281,*,1000,146,26.98522,27.97052,24.29132,94.87624
peak:11630,chr7,109174551,109175340,790,*,1000,665,26.98522,27.97052,24.29132,3.35101
peak:11631,chr7,116033631,116034173,543,*,1000,279,26.98522,27.97052,24.29132,2.04987
peak:11632,chrX,58038348,58039046,699,*,1000,364,26.98522,27.97052,24.29132,30.33007
peak:11633,chr1,133182438,133183034,597,*,914,198,51.71566,9.57146,48.59208,74.50569
peak:11634,chr3,108840014,108840673,660,*,1000,504,42.32462,22.36732,39.37823,15.32549
peak:11635,chrX,152342063,152342638,576,*,1000,207,40.49347,20.52446,37.58695,14.2129
