V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
chr7,27195885,27196146,.,244,.,12.9121,-1,-1,133,0,0.588393,27195885,27196146,7.98158,151,27195921,27196093,4.93052,80
chr7,36770235,36770982,.,415,.,12.9121,-1,-1,447,0.220034,0.999501,36770235,36770982,7.98158,562,36770495,36770818,4.93052,73
chr7,140676136,140676528,.,244,.,12.9121,-1,-1,154,0,0.588393,140676261,140676528,7.98158,142,140676136,140676303,4.93052,42
chr7,144284179,144284410,.,244,.,12.9121,-1,-1,109,0,0.588393,144284179,144284410,7.98158,92,144284237,144284396,4.93052,69
chr9,44085998,44086285,.,414,.,12.9121,-1,-1,126,0.219474,0.998448,44086003,44086285,7.98158,123,44085998,44086202,4.93052,125
chr9,58499024,58499649,.,244,.,12.9121,-1,-1,431,0,0.588393,58499024,58499637,7.98158,431,58499329,58499649,4.93052,127
chr9,62767505,62767840,.,244,.,12.9121,-1,-1,158,0,0.588393,62767505,62767840,7.98158,116,62767591,62767756,4.93052,114
chr9,99709748,99710056,.,244,.,12.9121,-1,-1,207,0,0.588393,99709748,99710040,7.98158,150,99709895,99710056,4.93052,118
chr13,43171219,43171697,.,244,.,12.91047,-1,-1,154,0,0.588393,43171219,43171697,10.18646,150,43171229,43171473,2.72401,148
chr2,115581683,115581882,.,244,.,12.90967,-1,-1,62,0,0.588393,115581683,115581882,8.17195,74,115581689,115581843,4.73772,45
chr5,140505212,140505983,.,408,.,12.9082,-1,-1,439,0.207904,0.983528,140505212,140505983,6.59124,471,140505480,140505809,6.31696,139
chr5,148505405,148505644,.,407,.,12.9009,-1,-1,106,0.205697,0.980887,148505405,148505644,6.45329,105,148505416,148505640,6.44761,96
chr7,25093352,25093682,.,382,.,12.89912,-1,-1,239,0.085238,0.921282,25093352,25093682,4.93443,234,25093486,25093676,7.96469,111
chr1,89933742,89934026,.,395,.,12.89288,-1,-1,150,0.172338,0.952454,89933742,89934010,6.066,151,89933746,89934026,6.82688,146
chr13,46549906,46550145,.,394,.,12.89288,-1,-1,110,0.167966,0.949693,46549906,46550145,6.066,100,46549931,46550134,6.82688,95
chr7,30298971,30299158,.,396,.,12.89288,-1,-1,107,0.174825,0.953945,30298974,30299158,6.066,109,30298971,30299141,6.82688,102
chr9,54691547,54691723,.,395,.,12.89288,-1,-1,88,0.173089,0.953142,54691555,54691723,6.066,88,54691547,54691719,6.82688,80
chrX,137104645,137104882,.,397,.,12.89288,-1,-1,122,0.180454,0.956225,137104645,137104875,6.066,86,137104710,137104882,6.82688,94
chr15,37592793,37593139,.,244,.,12.88969,-1,-1,182,0,0.588393,37592793,37593139,8.67555,234,37592894,37593050,4.21414,29
chr5,137314250,137314684,.,244,.,12.88872,-1,-1,169,0,0.588393,137314250,137314684,8.71674,147,137314371,137314530,4.17198,71
chr12,112912346,112912812,.,244,.,12.88601,-1,-1,295,0,0.588393,112912346,112912812,8.30084,322,112912552,112912710,4.58517,63
chr14,64585843,64586089,.,432,.,12.88517,-1,-1,130,0.238271,1.042206,64585843,64586089,7.55443,110,64585880,64586034,5.33074,114
chr15,100845078,100845351,.,423,.,12.87829,-1,-1,123,0.227472,1.019363,100845078,100845351,6.80995,129,100845078,100845325,6.06834,117
chr9,57623632,57623879,.,421,.,12.87829,-1,-1,110,0.225997,1.015589,57623632,57623879,6.80995,106,57623688,57623856,6.06834,58
chr19,32756532,32756798,.,244,.,12.87782,-1,-1,118,0,0.588393,32756545,32756798,8.15274,110,32756532,32756798,4.72508,114
chr10,81048310,81048855,.,244,.,12.85209,-1,-1,208,0,0.588393,81048310,81048855,8.30084,155,81048427,81048617,4.55125,144
chr10,81534888,81535399,.,244,.,12.85209,-1,-1,250,0,0.588393,81534888,81535399,8.30084,367,81534936,81535319,4.55125,86
chr10,82622851,82623235,.,244,.,12.85209,-1,-1,127,0,0.588393,82622851,82623235,8.30084,124,82622865,82623065,4.55125,117
chr11,3628829,3629489,.,244,.,12.85209,-1,-1,326,0,0.588393,3628829,3629489,8.30084,521,3628885,3629234,4.55125,76
chr11,94701451,94701821,.,244,.,12.85209,-1,-1,267,0,0.588393,94701451,94701821,8.30084,270,94701618,94701772,4.55125,98
chr11,118005303,118005743,.,244,.,12.85209,-1,-1,298,0,0.588393,118005303,118005645,8.30084,191,118005402,118005743,4.55125,307
chr12,28700709,28701038,.,244,.,12.85209,-1,-1,170,0,0.588393,28700709,28701038,8.30084,180,28700826,28700980,4.55125,43
chr13,43200449,43200794,.,244,.,12.85209,-1,-1,155,0,0.588393,43200449,43200794,8.30084,150,43200468,43200679,4.55125,142
chr15,77762970,77763449,.,244,.,12.85209,-1,-1,203,0,0.588393,77762970,77763449,8.30084,140,77763185,77763339,4.55125,51
chr16,21787580,21788034,.,244,.,12.85209,-1,-1,233,0,0.588393,21787580,21788034,8.30084,235,21787764,21787918,4.55125,48
chr17,35660074,35660491,.,244,.,12.85209,-1,-1,234,0,0.588393,35660074,35660491,8.30084,231,35660189,35660363,4.55125,123
chr17,35835349,35835645,.,244,.,12.85209,-1,-1,143,0,0.588393,35835349,35835645,8.30084,129,35835369,35835617,4.55125,138
chr17,45847704,45848218,.,244,.,12.85209,-1,-1,422,0,0.588393,45847704,45848218,8.30084,362,45848059,45848215,4.55125,127
chr18,38096281,38096623,.,244,.,12.85209,-1,-1,156,0,0.588393,38096281,38096623,8.30084,194,38096301,38096599,4.55125,98
chr19,4441053,4441281,.,244,.,12.85209,-1,-1,126,0,0.588393,4441053,4441248,8.30084,89,4441090,4441281,4.55125,126
chr19,6912389,6912582,.,244,.,12.85209,-1,-1,64,0,0.588393,6912389,6912582,8.30084,89,6912412,6912566,4.55125,16
chr19,45230171,45230523,.,244,.,12.85209,-1,-1,103,0,0.588393,45230171,45230523,8.30084,91,45230186,45230381,4.55125,101
chr19,56908998,56909310,.,244,.,12.85209,-1,-1,134,0,0.588393,56908998,56909310,8.30084,139,56909014,56909168,4.55125,114
chr2,18609099,18609379,.,244,.,12.85209,-1,-1,135,0,0.588393,18609099,18609379,8.30084,138,18609115,18609282,4.55125,117
chr2,91649203,91649393,.,244,.,12.85209,-1,-1,109,0,0.588393,91649203,91649393,8.30084,97,91649217,91649371,4.55125,108
chr5,19227373,19227785,.,244,.,12.85209,-1,-1,291,0,0.588393,19227373,19227785,8.30084,264,19227605,19227767,4.55125,87
chr5,120537652,120537885,.,244,.,12.85209,-1,-1,117,0,0.588393,120537654,120537885,8.30084,113,120537652,120537884,4.55125,119
chr5,124122371,124122663,.,244,.,12.85209,-1,-1,182,0,0.588393,124122371,124122663,8.30084,153,124122482,124122648,4.55125,101
chr5,138275457,138276102,.,244,.,12.85209,-1,-1,513,0,0.588393,138275457,138276102,8.30084,486,138275895,138276049,4.55125,103
chr6,8728858,8729047,.,244,.,12.85209,-1,-1,122,0,0.588393,8728858,8729047,8.30084,109,8728869,8729024,4.55125,124
chr7,29225399,29225812,.,244,.,12.85209,-1,-1,275,0,0.588393,29225399,29225812,8.30084,323,29225604,29225773,4.55125,23
chr7,34640077,34640549,.,244,.,12.85209,-1,-1,315,0,0.588393,34640077,34640549,8.30084,318,34640269,34640531,4.55125,120
chr7,45819915,45820143,.,244,.,12.85209,-1,-1,86,0,0.588393,45819915,45820143,8.30084,93,45819940,45820094,4.55125,55
chr7,128253129,128253341,.,244,.,12.85209,-1,-1,96,0,0.588393,128253129,128253341,8.30084,90,128253177,128253331,4.55125,54
chr9,107484363,107484788,.,244,.,12.85209,-1,-1,154,0,0.588393,107484417,107484788,8.30084,144,107484363,107484613,4.55125,111
chrX,101698329,101698606,.,244,.,12.85209,-1,-1,142,0,0.588393,101698329,101698606,8.30084,127,101698435,101698593,4.55125,51
chr8,44934820,44935488,.,244,.,12.85154,-1,-1,176,0,0.588393,44934820,44935488,7.94505,181,44934917,44935136,4.90649,74
chr1,104993940,104994155,.,405,.,12.83287,-1,-1,105,0.203502,0.977569,104993940,104994155,6.38526,105,104993951,104994120,6.44761,95
chr10,78309846,78310104,.,401,.,12.83287,-1,-1,133,0.192825,0.966872,78309932,78310104,6.38526,61,78309846,78310069,6.44761,119
chr10,80317763,80318323,.,402,.,12.83287,-1,-1,421,0.195304,0.969486,80317763,80318323,6.38526,416,80318096,80318314,6.44761,93
chr11,49609689,49609995,.,404,.,12.83287,-1,-1,152,0.201293,0.974721,49609703,49609995,6.38526,148,49609689,49609906,6.44761,143
chr13,70067390,70067602,.,399,.,12.83287,-1,-1,69,0.188462,0.961661,70067415,70067602,6.38526,64,70067390,70067574,6.44761,49
chr15,99523320,99523545,.,405,.,12.83287,-1,-1,135,0.201762,0.975518,99523320,99523545,6.38526,134,99523336,99523531,6.44761,121
chr18,75703462,75703636,.,404,.,12.83287,-1,-1,54,0.200408,0.973811,75703462,75703630,6.38526,50,75703464,75703636,6.44761,56
chr4,136652660,136652854,.,400,.,12.83287,-1,-1,52,0.190626,0.964264,136652660,136652854,6.38526,53,136652675,136652843,6.44761,36
chr5,92074138,92074338,.,402,.,12.83287,-1,-1,110,0.196285,0.970282,92074138,92074338,6.38526,112,92074138,92074307,6.44761,109
chr5,120476336,120476533,.,405,.,12.83287,-1,-1,120,0.203168,0.976999,120476336,120476521,6.38526,132,120476343,120476533,6.44761,102
chr7,13247415,13247646,.,402,.,12.83287,-1,-1,101,0.19586,0.969713,13247463,13247646,6.38526,77,13247415,13247632,6.44761,78
chr7,16061972,16062299,.,399,.,12.83287,-1,-1,150,0.189855,0.963245,16061972,16062299,6.38526,145,16062004,16062267,6.44761,123
chr7,45896704,45896942,.,400,.,12.83287,-1,-1,124,0.191575,0.965057,45896704,45896942,6.38526,116,45896768,45896941,6.44761,68
chr7,63896814,63897291,.,400,.,12.83287,-1,-1,131,0.192069,0.965624,63896814,63897291,6.38526,90,63896862,63897119,6.44761,125
chr8,113364348,113364536,.,404,.,12.83287,-1,-1,68,0.201657,0.97529,113364348,113364536,6.38526,41,113364359,113364516,6.44761,84
chr9,98856479,98856678,.,400,.,12.83287,-1,-1,127,0.190053,0.963584,98856479,98856678,6.38526,155,98856485,98856648,6.44761,93
chr5,120558648,120558990,.,244,.,12.83007,-1,-1,169,0,0.588393,120558648,120558990,7.89955,179,120558691,120558845,4.93052,116
chr5,142721288,142721713,.,244,.,12.83007,-1,-1,201,0,0.588393,142721288,142721713,7.89955,230,142721389,142721556,4.93052,72
chr6,128089869,128090144,.,244,.,12.83007,-1,-1,147,0,0.588393,128089869,128090144,7.89955,150,128089899,128090053,4.93052,114
chr17,25920421,25920793,.,432,.,12.8272,-1,-1,241,0.237943,1.041441,25920421,25920793,7.37519,249,25920604,25920772,5.45201,50
chr3,90231532,90232076,.,244,.,12.8252,-1,-1,171,0,0.588393,90231532,90232076,9.44946,197,90231630,90231812,3.37574,47
chr15,84756345,84756892,.,393,.,12.81964,-1,-1,122,0.165527,0.948196,84756345,84756892,5.99276,124,84756350,84756517,6.82688,115
chr5,139668467,139668841,.,393,.,12.81964,-1,-1,173,0.164954,0.94785,139668467,139668841,5.99276,197,139668578,139668767,6.82688,39
chr13,17992986,17993510,.,385,.,12.81911,-1,-1,256,0.113129,0.927443,17992986,17993510,5.32547,417,17993012,17993470,7.49364,62
chr15,73055229,73055458,.,393,.,12.81892,-1,-1,124,0.163061,0.94658,73055253,73055444,5.99204,108,73055229,73055458,6.82688,116
chr13,69809759,69810263,.,392,.,12.81868,-1,-1,243,0.162897,0.946234,69809759,69810263,5.9918,132,69809892,69810251,6.82688,222
chr1,135217785,135217978,.,431,.,12.80676,-1,-1,100,0.236891,1.039407,135217785,135217978,7.35475,82,135217799,135217959,5.45201,104
chr14,7817850,7818344,.,392,.,12.80492,-1,-1,118,0.159776,0.944616,7817856,7818344,5.7923,117,7817850,7818079,7.01262,114
chr15,62155645,62155815,.,387,.,12.80321,-1,-1,51,0.135803,0.934008,62155645,62155815,5.59706,71,62155646,62155806,7.20615,30
chr8,95108392,95108705,.,244,.,12.79972,-1,-1,145,0,0.588393,95108392,95108646,7.8692,122,95108410,95108705,4.93052,151
chr15,81705056,81705489,.,244,.,12.79879,-1,-1,298,0,0.588393,81705056,81705489,8.30084,304,81705232,81705389,4.49795,116
chr1,120063004,120063271,.,244,.,12.79209,-1,-1,142,0,0.588393,120063004,120063271,8.62011,140,120063047,120063248,4.17198,102
chr10,126962216,126962598,.,244,.,12.79209,-1,-1,106,0,0.588393,126962224,126962598,8.62011,145,126962216,126962370,4.17198,60
chr14,14350618,14351207,.,244,.,12.79209,-1,-1,448,0,0.588393,14350618,14351193,8.62011,445,14350935,14351207,4.17198,135
chr14,25661243,25661730,.,244,.,12.79209,-1,-1,160,0,0.588393,25661243,25661730,8.62011,178,25661325,25661581,4.17198,61
chr15,79289448,79289827,.,244,.,12.79209,-1,-1,98,0,0.588393,79289448,79289827,8.62011,101,79289495,79289649,4.17198,48
chr15,98790916,98791211,.,244,.,12.79209,-1,-1,119,0,0.588393,98790916,98791211,8.62011,147,98790981,98791147,4.17198,26
chr16,28445794,28446034,.,244,.,12.79209,-1,-1,137,0,0.588393,28445794,28446034,8.62011,97,28445879,28446033,4.17198,92
chr16,29734733,29735062,.,244,.,12.79209,-1,-1,215,0,0.588393,29734733,29735062,8.62011,205,29734888,29735042,4.17198,70
chr17,23732481,23732796,.,244,.,12.79209,-1,-1,181,0,0.588393,23732481,23732796,8.62011,168,23732562,23732716,4.17198,113
chr17,34064071,34064375,.,244,.,12.79209,-1,-1,109,0,0.588393,34064071,34064375,8.62011,130,34064072,34064266,4.17198,87
chr17,35685281,35685532,.,244,.,12.79209,-1,-1,119,0,0.588393,35685281,35685532,8.62011,130,35685366,35685520,4.17198,23
chr18,20622183,20622545,.,244,.,12.79209,-1,-1,107,0,0.588393,20622183,20622545,8.62011,105,20622184,20622338,4.17198,108
chr19,25409942,25410211,.,244,.,12.79209,-1,-1,117,0,0.588393,25409942,25410211,8.62011,117,25409971,25410144,4.17198,89
chr4,43681844,43682279,.,244,.,12.79209,-1,-1,318,0,0.588393,43681844,43682279,8.62011,328,43682091,43682245,4.17198,61
chr4,125029877,125030295,.,244,.,12.79209,-1,-1,271,0,0.588393,125029877,125030295,8.62011,257,125030024,125030292,4.17198,138
chr4,148686478,148686904,.,244,.,12.79209,-1,-1,133,0,0.588393,148686478,148686904,8.62011,86,148686544,148686700,4.17198,115
chr5,24496681,24496941,.,244,.,12.79209,-1,-1,123,0,0.588393,24496681,24496941,8.62011,113,24496726,24496880,4.17198,88
chr5,107830107,107830469,.,244,.,12.79209,-1,-1,210,0,0.588393,107830107,107830469,8.62011,208,107830294,107830450,4.17198,26
chr5,115279964,115280261,.,244,.,12.79209,-1,-1,194,0,0.588393,115279964,115280260,8.62011,145,115280107,115280261,4.17198,100
chr7,132711709,132712455,.,244,.,12.79209,-1,-1,474,0,0.588393,132711709,132712455,8.62011,589,132711956,132712110,4.17198,112
chr8,120686154,120686521,.,244,.,12.79209,-1,-1,186,0,0.588393,120686154,120686521,8.62011,264,120686188,120686396,4.17198,75
chr8,123126296,123126560,.,244,.,12.79209,-1,-1,116,0,0.588393,123126296,123126560,8.62011,125,123126330,123126484,4.17198,73
chrX,9662421,9663091,.,244,.,12.79209,-1,-1,189,0,0.588393,9662421,9663091,8.62011,148,9662522,9662676,4.17198,130
chrX,73717018,73717452,.,244,.,12.79209,-1,-1,286,0,0.588393,73717018,73717452,8.62011,289,73717241,73717421,4.17198,61
chr10,9675750,9675994,.,409,.,12.77287,-1,-1,126,0.210232,0.985597,9675750,9675994,6.70453,102,9675809,9675984,6.06834,92
chr10,80607308,80607760,.,410,.,12.77287,-1,-1,183,0.213405,0.98905,80607308,80607760,6.70453,252,80607314,80607493,6.06834,108
chr11,69816852,69817915,.,417,.,12.77287,-1,-1,917,0.22236,1.006462,69816852,69817915,6.70453,911,69817712,69817905,6.06834,63
chr11,98939357,98939641,.,411,.,12.77287,-1,-1,151,0.214505,0.99055,98939357,98939576,6.70453,133,98939431,98939641,6.06834,96
chr12,33366883,33367211,.,418,.,12.77287,-1,-1,152,0.222634,1.007533,33366883,33367211,6.70453,155,33366903,33367185,6.06834,129
chr15,75708820,75709336,.,416,.,12.77287,-1,-1,282,0.221299,1.00338,75708820,75709221,6.70453,270,75708970,75709336,6.06834,145
chr15,86762248,86762426,.,415,.,12.77287,-1,-1,106,0.220045,0.999618,86762250,86762426,6.70453,148,86762248,86762413,6.06834,62
chr15,98773993,98774473,.,409,.,12.77287,-1,-1,344,0.209915,0.985252,98773993,98774473,6.70453,393,98774193,98774390,6.06834,95
chr17,47730716,47730900,.,411,.,12.77287,-1,-1,43,0.214474,0.990319,47730717,47730900,6.70453,43,47730716,47730890,6.06834,43
chr2,150500574,150500928,.,407,.,12.77287,-1,-1,157,0.206266,0.981576,150500574,150500926,6.70453,71,150500589,150500928,6.06834,229
chr5,136998523,136998719,.,411,.,12.77287,-1,-1,117,0.21472,0.990896,136998527,136998719,6.70453,135,136998523,136998698,6.06834,95
chr6,76497939,76498128,.,414,.,12.77287,-1,-1,98,0.219569,0.998798,76497939,76498120,6.70453,92,76497952,76498128,6.06834,92
chr7,19719228,19719480,.,408,.,12.77287,-1,-1,140,0.209641,0.984908,19719228,19719480,6.70453,129,19719317,19719472,6.06834,63
chr7,27356313,27356582,.,416,.,12.77287,-1,-1,131,0.221241,1.002908,27356315,27356582,6.70453,130,27356313,27356477,6.06834,131
chr7,120201765,120202150,.,408,.,12.77287,-1,-1,202,0.2072,0.982953,120201765,120202150,6.70453,121,120201953,120202117,6.06834,95
chr8,70820437,70820884,.,407,.,12.77287,-1,-1,229,0.206012,0.981231,70820437,70820884,6.70453,304,70820495,70820745,6.06834,96
chrX,74006532,74006722,.,409,.,12.77287,-1,-1,121,0.209851,0.985138,74006532,74006722,6.70453,77,74006557,74006715,6.06834,140
chr5,115529917,115530138,.,422,.,12.77142,-1,-1,67,0.226619,1.017168,115529917,115530138,7.08235,59,115529945,115530114,5.68907,48
chr9,108094931,108095147,.,428,.,12.77142,-1,-1,136,0.233813,1.032475,108094931,108095147,7.08235,144,108094955,108095123,5.68907,105
chr19,31762740,31763010,.,407,.,12.76506,-1,-1,116,0.205837,0.981002,31762740,31763010,6.69672,124,31762763,31762939,6.06834,86
chr11,89186861,89187088,.,244,.,12.76374,-1,-1,128,0,0.588393,89186861,89187088,8.52757,128,89186897,89187058,4.23617,92
chr19,10555677,10556069,.,244,.,12.75887,-1,-1,153,0,0.588393,10555677,10556069,8.75804,210,10555686,10555924,4.00083,88
chr7,127876608,127876826,.,415,.,12.75652,-1,-1,125,0.220783,1.001495,127876608,127876826,6.87295,137,127876613,127876788,5.88357,109
chr7,141443923,141444148,.,422,.,12.75593,-1,-1,96,0.226282,1.01656,141443932,141444142,7.34305,80,141443923,141444148,5.41288,103
chr4,62524668,62525044,.,244,.,12.75583,-1,-1,249,0,0.588393,62524668,62525044,8.10129,248,62524878,62525032,4.65454,40
chr5,139344934,139345352,.,399,.,12.75458,-1,-1,154,0.187855,0.960982,139344934,139345352,6.30697,155,139344947,139345302,6.44761,140
chr17,12596510,12596678,.,244,.,12.75364,-1,-1,45,0,0.588393,12596515,12596678,4.78895,34,12596510,12596678,7.96469,52
chr14,54781099,54781300,.,244,.,12.74811,-1,-1,75,0,0.588393,54781099,54781300,8.2172,73,54781121,54781275,4.53091,56
chr6,28479924,28480173,.,244,.,12.74091,-1,-1,133,0,0.588393,28479924,28480173,9.62332,128,28479967,28480127,3.11759,96
chr10,77055489,77055796,.,387,.,12.73754,-1,-1,142,0.13439,0.933409,77055492,77055796,5.53139,141,77055489,77055769,7.20615,140
chr8,120391883,120392195,.,244,.,12.73522,-1,-1,127,0,0.588393,120391883,120392195,8.18397,141,120391908,120392084,4.55125,89
chr10,62338281,62338529,.,244,.,12.73208,-1,-1,99,0,0.588393,62338287,62338529,8.93937,95,62338281,62338435,3.79271,97
chr11,84764432,84764838,.,244,.,12.73208,-1,-1,205,0,0.588393,84764432,84764838,8.93937,152,84764563,84764735,3.79271,127
chr13,31619922,31620209,.,244,.,12.73208,-1,-1,211,0,0.588393,31619922,31620209,8.93937,155,31620046,31620209,3.79271,144
chr19,59260690,59261502,.,244,.,12.73208,-1,-1,382,0,0.588393,59260690,59261502,8.93937,553,59260832,59261265,3.79271,70
chr2,167782553,167782892,.,244,.,12.73208,-1,-1,127,0,0.588393,167782553,167782892,8.93937,125,167782650,167782804,3.79271,32
chr9,107770424,107771109,.,244,.,12.73208,-1,-1,403,0,0.588393,107770424,107771109,8.93937,314,107770813,107771030,3.79271,103
chr1,135375455,135375717,.,417,.,12.72674,-1,-1,129,0.221905,1.004919,135375455,135375717,7.08235,136,135375553,135375708,5.64439,24
chr2,91194586,91195364,.,244,.,12.72613,-1,-1,166,0,0.588393,91194586,91195364,8.62011,162,91194626,91194927,4.10602,131
chr2,172950776,172950986,.,244,.,12.72613,-1,-1,100,0,0.588393,172950776,172950986,8.62011,133,172950792,172950946,4.10602,52
chr8,71660392,71660568,.,430,.,12.72416,-1,-1,113,0.235462,1.035614,71660392,71660568,7.35475,135,71660399,71660559,5.36941,84
chr10,81249033,81249367,.,244,.,12.72271,-1,-1,200,0,0.588393,81249033,81249367,8.30084,193,81249135,81249366,4.42187,105
chr12,72223202,72223455,.,244,.,12.72271,-1,-1,149,0,0.588393,72223202,72223455,8.30084,106,72223289,72223449,4.42187,106
chr3,18242981,18243520,.,244,.,12.72271,-1,-1,155,0,0.588393,18242981,18243520,8.30084,191,18243000,18243186,4.42187,101
chr16,55838693,55838972,.,244,.,12.72017,-1,-1,111,0,0.588393,55838693,55838972,7.78965,128,55838718,55838926,4.93052,70
chr12,56696378,56696822,.,244,.,12.7193,-1,-1,154,0,0.588393,56696378,56696822,7.98158,154,56696487,56696661,4.73772,46
chr15,76734839,76735138,.,244,.,12.7193,-1,-1,141,0,0.588393,76734839,76735138,7.98158,138,76734957,76735130,4.73772,27
chr9,65128181,65129008,.,244,.,12.7193,-1,-1,527,0,0.588393,65128181,65129008,7.98158,347,65128816,65128987,4.73772,73
chr1,5022769,5023043,.,244,.,12.71588,-1,-1,132,0,0.588393,5022811,5023031,7.66232,102,5022769,5023043,5.05356,121
chr17,46916937,46917303,.,415,.,12.71588,-1,-1,155,0.220184,1.000086,46916937,46917303,7.66232,211,46917007,46917170,5.05356,29
chr8,83572271,83572563,.,244,.,12.71588,-1,-1,181,0,0.588393,83572271,83572563,7.66232,149,83572340,83572522,5.05356,145
chrX,106837964,106838183,.,415,.,12.71588,-1,-1,131,0.220184,0.999969,106837964,106838183,7.66232,139,106837972,106838139,5.05356,115
chr1,74964706,74964960,.,418,.,12.71286,-1,-1,142,0.222588,1.007176,74964706,74964960,7.02379,144,74964794,74964948,5.68907,53
chr10,60410580,60410967,.,411,.,12.71286,-1,-1,164,0.216015,0.992168,60410647,60410967,7.02379,109,60410580,60410828,5.68907,153
chr11,119245862,119246326,.,418,.,12.71286,-1,-1,220,0.2232,1.008846,119245862,119246326,7.02379,216,119245990,119246181,5.68907,96
chr12,100064759,100064984,.,417,.,12.71286,-1,-1,98,0.22222,1.006105,100064759,100064968,7.02379,117,100064781,100064984,5.68907,58
chr12,105049973,105050174,.,420,.,12.71286,-1,-1,83,0.224607,1.012205,105050001,105050174,7.02379,64,105049973,105050156,5.68907,75
chr12,112124831,112125115,.,422,.,12.71286,-1,-1,139,0.226268,1.016439,112124831,112125115,7.02379,136,112124920,112125101,5.68907,53
chr12,114378703,114379163,.,421,.,12.71286,-1,-1,134,0.225719,1.015104,114378703,114379163,7.02379,127,114378799,114378958,5.68907,45
chr14,13751710,13752077,.,420,.,12.71286,-1,-1,125,0.224493,1.011724,13751710,13752077,7.02379,159,13751717,13752022,5.68907,85
chr16,18225460,18225665,.,414,.,12.71286,-1,-1,126,0.219749,0.999266,18225460,18225643,7.02379,112,18225475,18225665,5.68907,126
chr17,56423284,56423507,.,414,.,12.71286,-1,-1,124,0.218843,0.99763,56423284,56423507,7.02379,91,56423325,56423490,5.68907,117
chr18,37674528,37674796,.,417,.,12.71286,-1,-1,78,0.222478,1.006581,37674529,37674796,7.02379,123,37674528,37674685,5.68907,32
chr2,27454184,27454583,.,416,.,12.71286,-1,-1,145,0.221269,1.003144,27454184,27454583,7.02379,141,27454218,27454476,5.68907,115
chr2,165294101,165294306,.,412,.,12.71286,-1,-1,115,0.216288,0.992746,165294101,165294306,7.02379,98,165294130,165294295,5.68907,103
chr2,181384590,181385009,.,415,.,12.71286,-1,-1,253,0.220303,1.000555,181384590,181385009,7.02379,273,181384730,181384904,5.68907,94
chr4,44450599,44450767,.,423,.,12.71286,-1,-1,67,0.227463,1.019118,44450599,44450767,7.02379,55,44450612,44450766,5.68907,67
chr4,118486404,118486767,.,420,.,12.71286,-1,-1,121,0.22492,1.012928,118486405,118486767,7.02379,120,118486404,118486604,5.68907,122
chr4,129960048,129960567,.,419,.,12.71286,-1,-1,391,0.224256,1.011243,129960048,129960515,7.02379,377,129960335,129960567,5.68907,119
chr5,36796042,36796370,.,412,.,12.71286,-1,-1,175,0.216736,0.994602,36796042,36796365,7.02379,177,36796063,36796370,5.68907,153
chr5,72136545,72136736,.,420,.,12.71286,-1,-1,60,0.225042,1.013532,72136548,72136736,7.02379,90,72136545,72136709,5.68907,27
chr5,128940401,128940574,.,415,.,12.71286,-1,-1,108,0.220258,1.000203,128940401,128940574,7.02379,142,128940408,128940564,5.68907,67
chr6,145047678,145047863,.,411,.,12.71286,-1,-1,54,0.214819,0.991243,145047678,145047863,7.02379,53,145047686,145047845,5.68907,47
chr7,34753132,34753419,.,425,.,12.71286,-1,-1,90,0.229508,1.023904,34753138,34753419,7.02379,131,34753132,34753295,5.68907,43
chr7,99238344,99238775,.,412,.,12.71286,-1,-1,316,0.216442,0.993905,99238344,99238775,7.02379,309,99238557,99238743,5.68907,111
chr7,127767723,127767908,.,422,.,12.71286,-1,-1,88,0.227233,1.01863,127767723,127767908,7.02379,37,127767737,127767894,5.68907,125
chr8,12969312,12969602,.,418,.,12.71286,-1,-1,149,0.223035,1.008249,12969312,12969602,7.02379,154,12969336,12969498,5.68907,120
chr8,25680694,25680897,.,414,.,12.71286,-1,-1,106,0.218644,0.997397,25680694,25680897,7.02379,119,25680710,25680893,5.68907,78
chr8,46294419,46294630,.,416,.,12.71286,-1,-1,81,0.220955,1.001848,46294419,46294630,7.02379,74,46294436,46294621,5.68907,71
chr8,83672479,83672729,.,421,.,12.71286,-1,-1,140,0.22534,1.014499,83672479,83672729,7.02379,140,83672524,83672680,5.68907,96
chr8,95005975,95006303,.,414,.,12.71286,-1,-1,229,0.218362,0.99728,95005975,95006303,7.02379,220,95006134,95006294,5.68907,79
chr9,55048320,55048548,.,409,.,12.71286,-1,-1,88,0.211916,0.987092,55048320,55048548,7.02379,102,55048357,55048526,5.68907,37
chr9,99083863,99084087,.,421,.,12.71286,-1,-1,143,0.225408,1.01462,99083863,99084087,7.02379,128,99083913,99084083,5.68907,108
chrX,88834497,88835036,.,424,.,12.71286,-1,-1,137,0.22888,1.02218,88834497,88835036,7.02379,143,88834511,88834764,5.68907,117
chr4,8929101,8929296,.,398,.,12.71277,-1,-1,45,0.186192,0.959852,8929101,8929296,6.26516,44,8929116,8929278,6.44761,31
chr15,83205094,83205291,.,244,.,12.7127,-1,-1,133,0,0.588393,83205105,83205291,7.65914,118,83205094,83205263,5.05356,138
chr7,99030234,99030420,.,384,.,12.69363,-1,-1,91,0.103267,0.925039,99030241,99030419,5.10821,70,99030234,99030420,7.58542,105
chr9,20459617,20459963,.,415,.,12.69059,-1,-1,270,0.22034,1.000673,20459617,20459963,6.84739,262,20459785,20459949,5.8432,110
