"","seqnames","start","end","width","strand","idr","signalValue","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","ens_transcript",".","distanceToTSS","ens_genes","gene_symbol","name"
"12951","chr4",130006680,130007059,380,"*",1000,20.09669,"Exon (ENSMUST00000106017.7/230775, exon 5 of 30)",4,130009876,130011866,1991,1,"230775","ENSMUST00000149282","7",-2817,"ENSMUSG00000028782","Adgrb2","peak:12951"
"12952","chr7",16944526,16944852,327,"*",1000,20.09669,"Promoter",7,16944682,16948828,4147,1,"434128","ENSMUST00000094807","5",0,"ENSMUSG00000070802","Pnmal2","peak:12952"
"12953","chr7",44551383,44552460,1078,"*",1000,20.09669,"Promoter",7,44549632,44552245,2614,2,"22260","ENSMUST00000208322","1",0,"ENSMUSG00000060601","Nr1h2","peak:12953"
"12954","chr17",85464799,85465041,243,"*",1000,20.09542,"Distal Intergenic",17,85613608,85625222,11615,1,"20473","ENSMUST00000175898","3",-148567,"ENSMUSG00000038805","Six3","peak:12954"
"12955","chr2",39007928,39008643,716,"*",714,20.09514,"Promoter",2,39008076,39015877,7802,1,"74192","ENSMUST00000112862","6",0,"ENSMUSG00000026755","Arpc5l","peak:12955"
"12956","chr11",102555623,102556532,910,"*",756,20.09103,"Promoter",11,102475915,102556199,80285,2,"237943","ENSMUST00000143842","1",0,"ENSMUSG00000034621","Gpatch8","peak:12956"
"12957","chr13",84221990,84222240,251,"*",868,20.09059,"Promoter",13,84219581,84222175,2595,2,"320919","ENSMUST00000180894","1",0,"ENSMUSG00000097292","A230107N01Rik","peak:12957"
"12958","chr12",104473477,104473774,298,"*",923,20.07747,"Promoter",12,104471209,104473330,2122,2,"14836","ENSMUST00000021513","5",-147,"ENSMUSG00000021095","Gsc","peak:12958"
"12959","chr15",74577285,74577555,271,"*",947,20.07747,"Exon (ENSMUST00000187639.1/107831, exon 3 of 10)",15,74574143,74589465,15323,1,"107831","ENSMUST00000187639","1",3142,"ENSMUSG00000034730","Adgrb1","peak:12959"
"12960","chr15",76452707,76452923,217,"*",957,20.07747,"Promoter",15,76452154,76453037,884,1,"223658","ENSMUST00000161350","1",553,"ENSMUSG00000022558","Mroh1","peak:12960"
"12961","chr17",56142334,56142609,276,"*",915,20.07747,"Distal Intergenic",17,56123085,56140343,17259,2,"20359","ENSMUST00000001256","10",-1991,"ENSMUSG00000001227","Sema6b","peak:12961"
"12962","chr18",42386001,42386380,380,"*",920,20.07747,"Distal Intergenic",18,42394539,42397249,2711,1,"18998","ENSMUST00000025374","3",-8159,"ENSMUSG00000024497","Pou4f3","peak:12962"
"12963","chr18",86712987,86713351,365,"*",937,20.07747,"Promoter",18,86713048,86718283,5236,1,"12405","ENSMUST00000169470","1",0,"ENSMUSG00000024647","Cbln2","peak:12963"
"12964","chr5",128432471,128433327,857,"*",943,20.07747,"Promoter",5,127781630,128433077,651448,2,"243274","ENSMUST00000044441","7",0,"ENSMUSG00000034310","Tmem132d","peak:12964"
"12965","chr7",4844617,4844888,272,"*",933,20.07747,"Promoter",7,4825553,4844696,19144,2,"232813","ENSMUST00000066041","11",0,"ENSMUSG00000053550","Shisa7","peak:12965"
"12966","chr9",21029342,21029894,553,"*",925,20.07747,"Promoter",9,21029373,21030595,1223,1,"78369","ENSMUST00000001040","6",0,"ENSMUSG00000001014","Icam4","peak:12966"
"12967","chr9",108107643,108108246,604,"*",926,20.07747,"Exon (ENSMUST00000035208.13/12217, exon 6 of 12)",9,108096023,108110413,14391,2,"12217","ENSMUST00000124763","1",2167,"ENSMUSG00000032589","Bsn","peak:12967"
"12968","chr15",83510771,83511187,417,"*",543,20.07488,"Promoter",15,83483769,83510893,27125,2,"319953","ENSMUST00000016897","11",0,"ENSMUSG00000022442","Ttll1","peak:12968"
"12969","chr1",11414058,11414445,388,"*",927,20.07358,"Promoter",1,11414105,11601811,187707,1,"320492","ENSMUST00000171690","8",0,"ENSMUSG00000057715","A830018L16Rik","peak:12969"
"12970","chr11",69880906,69881554,649,"*",968,20.0712,"Promoter",11,69878261,69881406,3146,2,"216858","ENSMUST00000050555","5",0,"ENSMUSG00000046731","Kctd11","peak:12970"
"12971","chr13",55599904,55600349,446,"*",930,20.07085,"Promoter",13,55600065,55608018,7954,1,"218271","ENSMUST00000142654","7",0,"ENSMUSG00000021504","B4galt7","peak:12971"
"12972","chr5",142464056,142464279,224,"*",752,20.06404,"Promoter",5,142464061,142477802,13742,1,"231855","ENSMUST00000196405","4",0,"ENSMUSG00000039623","Ap5z1","peak:12972"
"12973","chr8",72160609,72161744,1136,"*",968,20.06136,"Promoter",8,72161200,72183904,22705,1,"17274","ENSMUST00000003121","8",0,"ENSMUSG00000003037","Rab8a","peak:12973"
"12974","chr3",129215154,129216321,1168,"*",825,20.05871,"Promoter",3,129214275,129216624,2350,1,"18741","ENSMUST00000174623","2",879,"ENSMUSG00000028023","Pitx2","peak:12974"
"12975","chr15",98852098,98853040,943,"*",842,20.05592,"Exon (ENSMUST00000178486.8/381022, exon 32 of 55)",15,98846744,98849237,2494,2,"381022","ENSMUST00000229651","1",-2861,"ENSMUSG00000048154","Kmt2d","peak:12975"
"12976","chr15",99704360,99704823,464,"*",774,20.05592,"Promoter",15,99703485,99707918,4434,1,"83797","ENSMUST00000229968","1",875,"ENSMUSG00000023018","Smarcd1","peak:12976"
"12977","chr5",125031975,125032417,443,"*",835,20.05592,"Exon (ENSMUST00000125053.7/20602, exon 12 of 27)",5,125025096,125026924,1829,2,"20602","ENSMUST00000134819","1",-5051,"ENSMUSG00000029478","Ncor2","peak:12977"
"12978","chr5",138934567,138934938,372,"*",773,20.05592,"Distal Intergenic",5,138977145,138994281,17137,2,"18590","ENSMUST00000144934","7",59343,"ENSMUSG00000025856","Pdgfa","peak:12978"
"12979","chrX",37190894,37191615,722,"*",783,20.05592,"Promoter",20,37187588,37191163,3576,2,"54405","ENSMUST00000016571","7",0,"ENSMUSG00000016427","Ndufa1","peak:12979"
"12980","chr7",45333082,45333929,848,"*",1000,20.05163,"Promoter",7,45302632,45333768,31137,2,"68667","ENSMUST00000211431","1",0,"ENSMUSG00000038260","Trpm4","peak:12980"
"12981","chr11",100415552,100415919,368,"*",841,20.04869,"Promoter",11,100415697,100424824,9128,1,"14230","ENSMUST00000001595","9",0,"ENSMUSG00000001555","Fkbp10","peak:12981"
"12982","chr12",76081759,76082140,382,"*",894,20.04665,"Promoter",12,76081939,76097981,16043,1,"319565","ENSMUST00000126903","1",0,"ENSMUSG00000063450","Syne2","peak:12982"
"12983","chr4",25799570,25799882,313,"*",902,20.04528,"Promoter",4,25797703,25799855,2153,2,"14348","ENSMUST00000149875","1",0,"ENSMUSG00000055373","Fut9","peak:12983"
"12984","chr2",153345369,153345641,273,"*",847,20.04484,"Promoter",2,153341157,153345810,4654,2,"72326","ENSMUST00000128026","1",169,"ENSMUSG00000073236","2500004C02Rik","peak:12984"
"12985","chr2",28911261,28911570,310,"*",995,20.03844,"Promoter",2,28907684,28912495,4812,2,"54422","ENSMUST00000124059","1",925,"ENSMUSG00000026805","Barhl1","peak:12985"
"12986","chr17",34850076,34850727,652,"*",1000,20.03777,"Promoter",17,34839228,34850210,10983,2,"108077","ENSMUST00000174226","7",0,"ENSMUSG00000040356","Skiv2l","peak:12986"
"12987","chr11",98959697,98960146,450,"*",1000,20.03669,"Promoter",11,98960412,98974942,14531,1,"19401","ENSMUST00000107473","2",-266,"ENSMUSG00000037992","Rara","peak:12987"
"12988","chr17",28297027,28297533,507,"*",1000,20.03669,"Exon (ENSMUST00000002320.15/19015, exon 5 of 8)",17,28313519,28326572,13054,1,"72775","ENSMUST00000114803","8",-15986,"ENSMUSG00000007570","Fance","peak:12988"
"12989","chr2",32646418,32647004,587,"*",1000,20.03669,"Promoter",2,32646595,32682118,35524,1,"13805","ENSMUST00000113272","7",0,"ENSMUSG00000026814","Eng","peak:12989"
"12990","chr2",101797193,101797648,456,"*",997,20.03669,"Promoter",2,101717250,101797650,80401,2,"72446","ENSMUST00000141814","1",2,"ENSMUSG00000032841","Prr5l","peak:12990"
"12991","chr3",127790600,127790867,268,"*",1000,20.03669,"Promoter",3,127790655,127797954,7300,1,"211550","ENSMUST00000164447","2",0,"ENSMUSG00000046688","Tifa","peak:12991"
"12992","chr4",134642128,134642519,392,"*",1000,20.03669,"Intron (ENSMUST00000038628.3/230815, intron 2 of 12)",4,134567889,134703767,135879,2,"230815","ENSMUST00000176606","1",61248,"ENSMUSG00000037306","Man1c1","peak:12992"
"12993","chr4",137742358,137742671,314,"*",1000,20.03669,"3' UTR",4,137746420,137747147,728,2,"11647","ENSMUST00000141451","1",4476,"ENSMUSG00000028766","Alpl","peak:12993"
"12994","chr5",115534324,115534976,653,"*",1000,20.03669,"Intron (ENSMUST00000067268.14/19303, intron 1 of 10)",5,115542914,115546880,3967,1,"19303","ENSMUST00000137716","7",-7938,"ENSMUSG00000029528","Pxn","peak:12994"
"12995","chr6",52246038,52246572,535,"*",1000,20.03669,"Promoter",6,52246221,52249380,3160,1,"15397","ENSMUST00000137729","1",0,"ENSMUSG00000086427","Hoxa11os","peak:12995"
"12996","chr6",82728686,82729076,391,"*",1000,20.03669,"Exon (ENSMUST00000000642.10/15277, exon 17 of 18)",6,82618992,82705365,86374,2,"66979","ENSMUST00000161309","7",-23321,"ENSMUSG00000030042","Pole4","peak:12996"
"12997","chr7",144915135,144915597,463,"*",1000,20.03669,"Promoter",7,144915135,144921134,6000,1,"72284","ENSMUST00000033388","11",0,"ENSMUSG00000031072","LTO1","peak:12997"
"12998","chr8",120753397,120753724,328,"*",1000,20.03669,"Exon (ENSMUST00000160943.2/15900, exon 5 of 7)",8,120752209,120753711,1503,1,"15900","ENSMUST00000160594","1",1188,"ENSMUSG00000041515","Irf8","peak:12998"
"12999","chr1",24005395,24005767,373,"*",859,20.03532,"Promoter",1,23995939,24005656,9718,2,"68002","ENSMUST00000027338","3",0,"ENSMUSG00000026154","Sdhaf4","peak:12999"
"13000","chr6",124718046,124719012,967,"*",1000,20.02137,"Promoter",6,124718322,124718390,69,2,"723944","ENSMUST00000083528","3",0,"ENSMUSG00000065462","Mir200c","peak:13000"
"13001","chr7",112157984,112158592,609,"*",994,20.02137,"Promoter",7,112116017,112159057,43041,2,"50781","ENSMUST00000033036","6",465,"ENSMUSG00000030772","Dkk3","peak:13001"
"13002","chr18",38186017,38186501,485,"*",972,20.01747,"3' UTR",18,38188890,38203163,14274,2,"75599","ENSMUST00000161701","2",16662,"ENSMUSG00000051375","Pcdh1","peak:13002"
"13003","chr19",6255045,6255436,392,"*",961,20.01747,"Promoter",19,6256371,6259619,3249,1,"329015","ENSMUST00000151079","1",-935,"ENSMUSG00000024773","Atg2a","peak:13003"
"13004","chr2",62645946,62646280,335,"*",947,20.01747,"Promoter",2,62595798,62646211,50414,2,"71586","ENSMUST00000028259","11",0,"ENSMUSG00000026896","Ifih1","peak:13004"
"13005","chr5",35280347,35281093,747,"*",955,20.01747,"Exon (ENSMUST00000049545.6/11553, exon 1 of 1)",5,35278319,35281763,3445,1,"11553","ENSMUST00000049545","6",2028,"ENSMUSG00000045318","Adra2c","peak:13005"
"13006","chr5",35396959,35398058,1100,"*",965,20.01747,"Intron (ENSMUST00000172923.1/15371, intron 1 of 1)",5,35389117,35392890,3774,1,"15371","ENSMUST00000087674","5",7842,"ENSMUSG00000067438","Hmx1","peak:13006"
"13007","chr7",16475437,16476090,654,"*",969,20.01747,"Promoter",7,16455721,16475688,19968,2,"18142","ENSMUST00000210748","1",0,"ENSMUSG00000001988","Npas1","peak:13007"
"13008","chr7",29085744,29086283,540,"*",940,20.01747,"Exon (ENSMUST00000214374.1/20190, exon 35 of 109)",7,29083636,29083694,59,2,"100316710","ENSMUST00000158594","1",-2050,"ENSMUSG00000089219","Mir1963","peak:13008"
"13009","chr7",126808930,126809240,311,"*",960,20.01747,"5' UTR",7,126812683,126821843,9161,1,"68952","ENSMUST00000205888","1",-3443,"ENSMUSG00000058966","Fam57b","peak:13009"
"13010","chrX",58030251,58030849,599,"*",979,20.01747,"Promoter",20,58030643,58036559,5917,1,"22773","ENSMUST00000088627","10",0,"ENSMUSG00000067860","Zic3","peak:13010"
"13011","chr5",131439380,131439927,548,"*",942,20.01746,"3' UTR",5,131445424,131455862,10439,2,"319974","ENSMUST00000162979","1",15935,"ENSMUSG00000029673","Auts2","peak:13011"
"13012","chr15",54745723,54746432,710,"*",910,20.0104,"Promoter",15,54745702,54754039,8338,1,"18133","ENSMUST00000050027","8",21,"ENSMUSG00000037362","Ccn3","peak:13012"
"13013","chr6",23838675,23839672,998,"*",998,20.00341,"Promoter",6,23262773,23839137,576365,2,"320405","ENSMUST00000166458","8",0,"ENSMUSG00000017978","Cadps2","peak:13013"
"13014","chr5",66150753,66151193,441,"*",990,19.99844,"Promoter",5,66018602,66151078,132477,2,"245945","ENSMUST00000094756","10",0,"ENSMUSG00000070780","Rbm47","peak:13014"
"13015","chr19",47668436,47669458,1023,"*",765,19.99824,"Exon (ENSMUST00000026045.13/12821, exon 17 of 54)",19,47669283,47671048,1766,2,"12821","ENSMUST00000145254","1",1590,"ENSMUSG00000025064","Col17a1","peak:13015"
"13016","chr2",38375818,38376190,373,"*",673,19.99591,"Distal Intergenic",2,38353802,38360089,6288,1,"16870","ENSMUST00000175896","1",22016,"ENSMUSG00000000247","Lhx2","peak:13016"
"13017","chr19",44671844,44672432,589,"*",824,19.988,"Distal Intergenic",19,44756045,44837851,81807,1,"18504","ENSMUST00000174490","8",-83613,"ENSMUSG00000004231","Pax2","peak:13017"
"13018","chr9",63132565,63133100,536,"*",827,19.98692,"Distal Intergenic",9,63138176,63146980,8805,2,"207667","ENSMUST00000055281","7",13880,"ENSMUSG00000022245","Skor1","peak:13018"
"13019","chr10",42579469,42580204,736,"*",1000,19.98385,"Promoter",10,42571484,42580345,8862,2,"21907","ENSMUST00000126848","1",141,"ENSMUSG00000019803","Nr2e1","peak:13019"
"13020","chr19",40611700,40612209,510,"*",995,19.98374,"Promoter",19,40605098,40612203,7106,2,"67590","ENSMUST00000135795","7",0,"ENSMUSG00000025008","Tctn3","peak:13020"
"13021","chr10",56378641,56378940,300,"*",996,19.97668,"Promoter",10,56379088,56390415,11328,1,"14609","ENSMUST00000220069","1",-148,"ENSMUSG00000050953","Gja1","peak:13021"
"13022","chr10",60794290,60794868,579,"*",986,19.97668,"Intron (ENSMUST00000077925.6/107449, intron 1 of 16)",10,60762610,60820641,58032,2,"107449","ENSMUST00000218316","1",25773,"ENSMUSG00000020099","Unc5b","peak:13022"
"13023","chr3",118562059,118562420,362,"*",1000,19.97668,"Promoter",3,118562129,119432924,870796,1,"99586","ENSMUST00000039177","11",0,"ENSMUSG00000033308","Dpyd","peak:13023"
"13024","chr3",151437739,151438142,404,"*",1000,19.97668,"Promoter",3,151437887,151545086,107200,1,"170757","ENSMUST00000046977","11",0,"ENSMUSG00000039167","Adgrl4","peak:13024"
"13025","chr4",135672818,135673174,357,"*",990,19.97668,"Distal Intergenic",4,135686287,135708181,21895,1,"242700","ENSMUST00000074408","6",-13113,"ENSMUSG00000062157","Ifnlr1","peak:13025"
"13026","chr6",48443988,48444383,396,"*",1000,19.97668,"Promoter",6,48427697,48444036,16340,2,"68910","ENSMUST00000114566","7",0,"ENSMUSG00000068551","Zfp467","peak:13026"
"13027","chr9",32542263,32542616,354,"*",1000,19.97668,"Promoter",9,32428059,32542861,114803,2,"14247","ENSMUST00000183767","1",245,"ENSMUSG00000016087","Fli1","peak:13027"
"13028","chr19",7217330,7217700,371,"*",988,19.97178,"Promoter",19,7215153,7217616,2464,2,"12868","ENSMUST00000039758","5",0,"ENSMUSG00000035885","Cox8a","peak:13028"
"13029","chr13",65259654,65260096,443,"*",974,19.95746,"5' UTR",13,65278814,65297795,18982,1,"170936","ENSMUST00000126879","7",-18718,"ENSMUSG00000021514","Zfp369","peak:13029"
"13030","chr15",74862444,74862824,381,"*",986,19.95746,"Distal Intergenic",15,74851010,74856318,5309,2,"13072","ENSMUST00000238900","1",-6126,"ENSMUSG00000022589","Cyp11b2","peak:13030"
"13031","chr15",78014364,78014631,268,"*",995,19.95746,"Intron (ENSMUST00000019290.2/12300, intron 1 of 3)",15,77958998,77970813,11816,2,"55944","ENSMUST00000100484","5",-43551,"ENSMUSG00000016554","Eif3d","peak:13031"
"13032","chr17",28201108,28201601,494,"*",968,19.95746,"Promoter",17,28202115,28205886,3772,1,"224656","ENSMUST00000129522","3",-514,"ENSMUSG00000024220","Zfp523","peak:13032"
"13033","chr4",127233516,127234020,505,"*",963,19.95746,"Exon (ENSMUST00000046659.13/242667, exon 9 of 12)",4,127243784,127247809,4026,1,"80284","ENSMUST00000142029","1",-9764,"ENSMUSG00000042380","Smim12","peak:13033"
"13034","chr5",29783794,29784021,228,"*",994,19.95746,"Intron (ENSMUST00000008733.14/23950, intron 9 of 9)",5,29765190,29766687,1498,1,"23950","ENSMUST00000139126","1",18604,"ENSMUSG00000029131","Dnajb6","peak:13034"
"13035","chr7",135410373,135410896,524,"*",982,19.95746,"Promoter",7,135410367,135413615,3249,1,"270004","ENSMUST00000238917","1",6,"ENSMUSG00000048377","Foxi2","peak:13035"
"13036","chr9",21839401,21839871,471,"*",985,19.95746,"Exon (ENSMUST00000217336.1/319899, exon 11 of 50)",9,21835510,21837347,1838,1,"624219","ENSMUST00000058777","7",3891,"ENSMUSG00000047822","Angptl8","peak:13036"
"13037","chr9",45935787,45936163,377,"*",961,19.95746,"Promoter",9,45929619,45936058,6440,2,"21345","ENSMUST00000034590","3",0,"ENSMUSG00000032085","Tagln","peak:13037"
"13038","chr9",52679317,52679866,550,"*",960,19.95746,"Promoter",9,52673042,52679780,6739,2,"330941","ENSMUST00000213937","1",0,"ENSMUSG00000078307","AI593442","peak:13038"
"13039","chrX",13279026,13279293,268,"*",986,19.95746,"Distal Intergenic",20,13280970,13294052,13083,1,"13205","ENSMUST00000000804","6",-1677,"ENSMUSG00000000787","Ddx3x","peak:13039"
"13040","chr19",6909380,6909899,520,"*",1000,19.95368,"Promoter",19,6906706,6909530,2825,2,"54683","ENSMUST00000238095","1",0,"ENSMUSG00000024953","Prdx5","peak:13040"
"13041","chr16",31274649,31275444,796,"*",987,19.95326,"Promoter",16,31251537,31275277,23741,2,"66849","ENSMUST00000060188","13",0,"ENSMUSG00000047714","Ppp1r2","peak:13041"
"13042","chr10",77902887,77903312,426,"*",1000,19.95021,"Promoter",10,77897575,77902536,4962,2,"237387","ENSMUST00000057608","4",-351,"ENSMUSG00000051652","Lrrc3","peak:13042"
"13043","chr5",30921338,30921735,398,"*",998,19.95021,"Promoter",5,30921431,30931248,9818,1,"16548","ENSMUST00000201621","3",0,"ENSMUSG00000029162","Khk","peak:13043"
"13044","chr2",59712999,59713234,236,"*",960,19.94885,"Intron (ENSMUST00000112568.7/66860, intron 3 of 26)",2,59706844,59724847,18004,1,"66860","ENSMUST00000127013","1",6155,"ENSMUSG00000035168","Tanc1","peak:13044"
"13045","chr16",33400217,33400544,328,"*",714,19.94653,"Promoter",16,33400445,33498643,98199,1,"22661","ENSMUST00000089677","6",0,"ENSMUSG00000022811","Zfp148","peak:13045"
"13046","chr13",65241520,65242129,610,"*",884,19.94494,"Exon (ENSMUST00000210653.1/ENSMUST00000210653.1, exon 1 of 3)",13,65199191,65205977,6787,2,"97895","ENSMUST00000222273","1",-35543,"ENSMUSG00000032999","Nlrp4f","peak:13046"
"13047","chr3",81932590,81932848,259,"*",921,19.94213,"Promoter",3,81932601,81956725,24125,1,"229445","ENSMUST00000029649","2",0,"ENSMUSG00000028015","Ctso","peak:13047"
"13048","chr5",88554063,88554803,741,"*",631,19.94158,"Promoter",5,88554462,88556090,1629,1,"65961","ENSMUST00000090413","5",0,"ENSMUSG00000070697","Utp3","peak:13048"
"13049","chr1",186117054,186117427,374,"*",910,19.93978,"Promoter",1,186087731,186117310,29580,2,"226791","ENSMUST00000045388","7",0,"ENSMUSG00000039246","Lyplal1","peak:13049"
"13050","chr8",94434056,94434618,563,"*",924,19.93978,"Promoter",8,94434391,94527272,92882,1,"434341","ENSMUST00000211816","1",0,"ENSMUSG00000074151","Nlrc5","peak:13050"
"13051","chr19",6847857,6848633,777,"*",808,19.93823,"Promoter",19,6846600,6848353,1754,2,"78317","ENSMUST00000238099","1",0,"ENSMUSG00000047810","Ccdc88b","peak:13051"
"13052","chr9",107526561,107527517,957,"*",821,19.93823,"Promoter",9,107526657,107527567,911,1,"56808","ENSMUST00000168959","1",0,"ENSMUSG00000010066","Cacna2d2","peak:13052"
"13053","chrX",71816453,71817138,686,"*",542,19.93642,"Promoter",20,71816758,71824706,7949,1,"67048","ENSMUST00000114576","8",0,"ENSMUSG00000073131","Vma21","peak:13053"
"13054","chr5",125080899,125082166,1268,"*",595,19.93589,"Exon (ENSMUST00000111402.8/20602, exon 13 of 48)",5,125050940,125058411,7472,2,"20602","ENSMUST00000199561","1",-22488,"ENSMUSG00000029478","Ncor2","peak:13054"
"13055","chr4",155654484,155655698,1215,"*",906,19.93179,"3' UTR",4,155654683,155656727,2045,2,"76580","ENSMUST00000139788","7",1029,"ENSMUSG00000029060","Mib2","peak:13055"
"13056","chr12",9029919,9030451,533,"*",970,19.92836,"Promoter",12,9029997,9036394,6398,1,"75516","ENSMUST00000085741","1",0,"ENSMUSG00000066637","Ttc32","peak:13056"
"13057","chr1",171286418,171286979,562,"*",980,19.91667,"Promoter",1,171283520,171286950,3431,2,"30941","ENSMUST00000127101","1",0,"ENSMUSG00000053483","Usp21","peak:13057"
"13058","chr11",102579468,102579982,515,"*",992,19.91667,"Promoter",11,102576398,102579461,3064,2,"100040792","ENSMUST00000107081","7",-7,"ENSMUSG00000078640","Gm11627","peak:13058"
"13059","chr11",120014716,120015018,303,"*",992,19.91667,"Promoter",11,120014767,120014853,87,1,"100526518","ENSMUST00000198674","1",0,"ENSMUSG00000105524","Mir3065","peak:13059"
"13060","chr12",83771712,83772266,555,"*",952,19.91667,"Exon (ENSMUST00000121733.7/170721, exon 4 of 28)",12,83763662,83781132,17471,1,"170721","ENSMUST00000152904","1",8050,"ENSMUSG00000021223","Papln","peak:13060"
"13061","chr17",28080528,28080902,375,"*",951,19.91667,"Promoter",17,28066745,28080587,13843,2,"21463","ENSMUST00000042692","12",0,"ENSMUSG00000062859","Tcp11","peak:13061"
"13062","chr17",56554141,56554521,381,"*",972,19.91667,"Promoter",17,56551414,56554387,2974,2,"100504425","ENSMUST00000209718","1",0,"ENSMUSG00000110218","Gm20219","peak:13062"
"13063","chr19",18749665,18750043,379,"*",959,19.91667,"Promoter",19,18749983,18892511,142529,1,"225997","ENSMUST00000040489","8",0,"ENSMUSG00000024727","Trpm6","peak:13063"
"13064","chr4",126058249,126058967,719,"*",982,19.91667,"Promoter",4,126058565,126092195,33631,1,"230751","ENSMUST00000035497","4",0,"ENSMUSG00000042616","Oscp1","peak:13064"
"13065","chr7",15986816,15987134,319,"*",949,19.91667,"Exon (ENSMUST00000210713.1/243842, exon 1 of 8)",7,15970672,15988405,17734,2,"243842","ENSMUST00000210713","1",1271,"ENSMUSG00000070808","Bicra","peak:13065"
"13066","chr7",19585066,19585349,284,"*",980,19.91667,"Promoter",7,19584139,19585139,1001,2,"53609","ENSMUST00000207447","1",0,"ENSMUSG00000061028","Clasrp","peak:13066"
"13067","chr8",87470030,87470805,776,"*",953,19.91667,"Promoter",8,87468867,87471068,2202,2,"12404","ENSMUST00000211279","1",263,"ENSMUSG00000031654","Cbln1","peak:13067"
"13068","chr8",120504802,120505398,597,"*",939,19.91667,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120488447,120581390,92944,1,"382034","ENSMUST00000034279","15",16355,"ENSMUSG00000031822","Gse1","peak:13068"
"13069","chr15",103255084,103255593,510,"*",944,19.91353,"Promoter",15,103248212,103255439,7228,2,"18022","ENSMUST00000075192","12",0,"ENSMUSG00000058794","Nfe2","peak:13069"
"13070","chr11",105311607,105312007,401,"*",985,19.90653,"Intron (ENSMUST00000126931.1/17534, intron 1 of 2)",11,105329052,105332299,3248,1,"17534","ENSMUST00000142905","1",-17045,"ENSMUSG00000020695","Mrc2","peak:13070"
"13071","chr7",123500266,123500808,543,"*",1000,19.89746,"Promoter",7,123475384,123500449,25066,2,"210162","ENSMUST00000042470","13",0,"ENSMUSG00000030757","Zkscan2","peak:13071"
"13072","chr1",34750225,34751048,824,"*",984,19.89745,"Promoter",1,34750581,34807144,56564,1,"226970","ENSMUST00000159021","8",0,"ENSMUSG00000037509","Arhgef4","peak:13072"
"13073","chr1",135510261,135510740,480,"*",990,19.89745,"Promoter",1,135457782,135510384,52603,2,"215690","ENSMUST00000189362","6",0,"ENSMUSG00000009418","Nav1","peak:13073"
"13074","chr1",191156933,191157255,323,"*",983,19.89745,"Distal Intergenic",1,191162584,191164817,2234,2,"619288","ENSMUST00000171798","1",7562,"ENSMUSG00000091017","Fam71a","peak:13074"
"13075","chr11",64954926,64955151,226,"*",998,19.89745,"Distal Intergenic",11,64979038,65002069,23032,1,"68626","ENSMUST00000071891","11",-23887,"ENSMUSG00000020549","Elac2","peak:13075"
"13076","chr13",48732597,48732991,395,"*",991,19.89745,"Distal Intergenic",13,48662998,48666507,3510,1,"12022","ENSMUST00000021813","4",69599,"ENSMUSG00000021381","Barx1","peak:13076"
"13077","chr13",58807531,58808346,816,"*",1000,19.89745,"Promoter",13,58807697,59133970,326274,1,"18212","ENSMUST00000079828","6",0,"ENSMUSG00000055254","Ntrk2","peak:13077"
"13078","chr4",46620397,46620852,456,"*",992,19.89745,"Exon (ENSMUST00000084621.11/381605, exon 6 of 13)",4,46536943,46602202,65260,2,"107684","ENSMUST00000107756","3",-18195,"ENSMUSG00000028337","Coro2a","peak:13078"
"13079","chr5",24427540,24427743,204,"*",981,19.89745,"Promoter",5,24428208,24440947,12740,1,"20535","ENSMUST00000115049","8",-465,"ENSMUSG00000028962","Slc4a2","peak:13079"
"13080","chr5",111277000,111277519,520,"*",1000,19.89745,"Exon (ENSMUST00000040111.9/209683, exon 17 of 24)",5,111235315,111266599,31285,1,"209683","ENSMUST00000129017","1",41685,"ENSMUSG00000033209","Ttc28","peak:13080"
"13081","chr7",24919167,24919412,246,"*",982,19.89745,"Promoter",7,24919202,24922379,3178,1,"16801","ENSMUST00000129928","1",0,"ENSMUSG00000040940","Arhgef1","peak:13081"
"13082","chr7",45699939,45700376,438,"*",988,19.89745,"Promoter",7,45699843,45704682,4840,1,"12348","ENSMUST00000003360","9",96,"ENSMUSG00000003273","Car11","peak:13082"
"13083","chr7",100479891,100480334,444,"*",997,19.89745,"Exon (ENSMUST00000128044.7/22229, exon 2 of 5)",7,100472994,100485409,12416,1,"22229","ENSMUST00000133850","1",6897,"ENSMUSG00000032942","Ucp3","peak:13083"
"13084","chr9",106418103,106418719,617,"*",988,19.89745,"Distal Intergenic",9,106429454,106431568,2115,1,"19944","ENSMUST00000150576","7",-10735,"ENSMUSG00000048758","Rpl29","peak:13084"
"13085","chr17",56766767,56767287,521,"*",980,19.89744,"Exon (ENSMUST00000233290.1/224907, exon 3 of 8)",17,56765734,56770092,4359,1,"224907","ENSMUST00000232684","1",1033,"ENSMUSG00000007603","Dus3l","peak:13085"
"13086","chr3",38886960,38888469,1510,"*",981,19.89744,"Promoter",3,38886940,39011985,125046,1,"329628","ENSMUST00000061260","7",20,"ENSMUSG00000046743","Fat4","peak:13086"
"13087","chr9",36767263,36767621,359,"*",932,19.89395,"Promoter",9,36749618,36767599,17982,2,"16430","ENSMUST00000215998","1",0,"ENSMUSG00000032116","Stt3a","peak:13087"
